activity_id,competitor_id,technology_id,adoption_status,market_activity_score,launch_year,investment_level
2061,9,261,Research,3,2028,High
2062,12,261,Pilot,3,2025,Low
2063,5,261,Research,4,2028,Low
2064,1,261,Adopted,8,2027,High
2065,3,261,Research,3,2027,Low
2066,2,261,Pilot,5,2026,High
2067,1,262,Pilot,10,2028,High
2068,12,262,Adopted,10,2026,Low
2069,9,262,Pilot,8,2026,High
2070,10,262,Pilot,6,2027,Low
2071,7,262,Pilot,7,2027,High
2072,4,262,Research,7,2025,Low
2073,7,263,Adopted,3,2027,Low
2074,11,263,Pilot,9,2024,Low
2075,10,263,Adopted,8,2026,High
2076,4,263,Pilot,5,2027,Medium
2077,3,263,Adopted,8,2028,High
2078,5,263,Adopted,4,2028,Medium
2079,6,263,Adopted,10,2028,High
2080,1,263,Pilot,9,2028,Low
2081,8,263,Research,5,2025,High
2082,12,263,Not Adopted,9,2028,Low
2083,9,263,Pilot,6,2028,Low
2084,2,263,Adopted,7,2028,Medium
2085,1,264,Adopted,3,2025,High
2086,7,264,Pilot,10,2026,Low
2087,10,264,Pilot,5,2024,High
2088,5,264,Pilot,4,2027,High
2089,6,264,Adopted,8,2026,Medium
2090,8,264,Research,6,2024,Low
2091,12,264,Adopted,5,2025,Medium
2092,4,264,Research,3,2027,Medium
2093,9,264,Adopted,3,2026,High
2094,11,264,Not Adopted,3,2027,Low
2095,2,264,Adopted,4,2026,Low
2096,8,265,Adopted,3,2025,Low
2097,4,265,Pilot,4,2028,Low
2098,1,265,Research,7,2027,High
2099,6,265,Pilot,3,2025,Medium
2100,3,265,Adopted,8,2025,Medium
2101,9,265,Adopted,4,2027,High
2102,10,265,Adopted,9,2025,Low
2103,12,265,Research,10,2027,Low
2104,10,266,Not Adopted,9,2024,Low
2105,9,266,Adopted,3,2028,High
2106,6,266,Pilot,9,2024,Low
2107,8,266,Pilot,6,2027,Low
2108,2,266,Pilot,9,2027,Medium
2109,12,266,Not Adopted,5,2025,Medium
2110,11,266,Research,10,2028,Low
2111,4,266,Adopted,3,2024,Medium
2112,1,266,Adopted,5,2026,Low
2113,6,267,Adopted,4,2027,Low
2114,2,267,Research,8,2026,High
2115,10,267,Research,10,2027,Medium
2116,3,267,Not Adopted,9,2027,Medium
2117,8,268,Not Adopted,10,2027,Medium
2118,7,268,Not Adopted,9,2027,Medium
2119,9,268,Pilot,6,2026,High
2120,3,268,Research,5,2024,Low
2121,11,268,Not Adopted,5,2026,High
2122,5,268,Pilot,6,2027,Medium
2123,2,268,Adopted,9,2028,Low
2124,12,268,Research,3,2027,Medium
2125,1,268,Research,7,2028,High
2126,4,268,Pilot,5,2025,Medium
2127,6,268,Research,9,2028,Medium
2128,12,269,Pilot,5,2025,High
2129,2,269,Not Adopted,8,2027,Medium
2130,11,269,Adopted,5,2028,High
2131,9,269,Research,3,2026,Medium
2132,6,269,Research,7,2025,High
2133,8,269,Not Adopted,8,2024,Low
2134,1,269,Adopted,4,2026,Medium
2135,5,269,Research,5,2026,Low
2136,4,269,Not Adopted,4,2024,Medium
2137,10,269,Research,6,2024,Medium
2138,7,269,Pilot,5,2024,High
2139,3,269,Adopted,5,2026,Low
2140,12,270,Pilot,8,2028,High
2141,10,270,Not Adopted,3,2026,High
2142,7,270,Adopted,4,2026,High
2143,9,270,Not Adopted,10,2027,High
2144,4,270,Adopted,4,2024,Medium
2145,8,270,Not Adopted,9,2028,High
2146,6,270,Adopted,7,2025,High
2147,5,270,Adopted,7,2027,High
2148,1,270,Not Adopted,10,2026,Medium
2149,11,270,Not Adopted,10,2024,High
2150,2,270,Not Adopted,5,2025,Low
2151,9,271,Pilot,5,2026,Low
2152,4,271,Pilot,5,2025,High
2153,8,271,Not Adopted,10,2026,Low
2154,3,271,Adopted,3,2027,High
2155,6,271,Not Adopted,4,2025,High
2156,7,271,Not Adopted,5,2026,Medium
2157,12,271,Adopted,4,2024,Low
2158,1,271,Not Adopted,7,2024,Low
2159,11,271,Adopted,4,2027,Low
2160,10,271,Research,4,2025,Low
2161,5,271,Adopted,6,2025,Medium
2162,8,272,Pilot,5,2026,High
2163,1,272,Not Adopted,7,2025,Low
2164,9,272,Not Adopted,6,2026,High
2165,7,272,Not Adopted,8,2027,Medium
2166,3,272,Not Adopted,4,2024,Low
2167,10,272,Research,4,2025,Medium
2168,11,272,Research,3,2025,High
2169,7,273,Not Adopted,6,2024,High
2170,1,273,Research,8,2024,Low
2171,5,273,Not Adopted,10,2027,Low
2172,9,273,Adopted,5,2025,High
2173,12,273,Adopted,10,2028,Low
2174,3,273,Not Adopted,4,2024,High
2175,4,273,Adopted,6,2028,Low
2176,7,274,Adopted,7,2024,Low
2177,12,274,Adopted,5,2027,Medium
2178,9,274,Not Adopted,4,2028,High
2179,8,274,Pilot,4,2025,High
2180,5,274,Research,5,2028,Medium
2181,2,274,Pilot,6,2026,High
2182,6,274,Pilot,10,2026,Medium
2183,3,274,Pilot,8,2028,Medium
2184,11,274,Pilot,5,2026,High
2185,3,275,Research,9,2025,Low
2186,10,275,Adopted,5,2024,High
2187,11,275,Adopted,7,2027,Low
2188,2,275,Adopted,4,2025,High
2189,1,275,Pilot,3,2027,High
2190,6,275,Adopted,8,2024,High
2191,7,275,Not Adopted,8,2024,Medium
2192,5,275,Pilot,9,2024,Medium
2193,4,275,Research,4,2027,Low
2194,5,276,Not Adopted,10,2024,High
2195,3,276,Research,10,2024,Low
2196,11,276,Research,10,2028,Medium
2197,1,276,Pilot,10,2028,Medium
2198,6,276,Not Adopted,9,2024,Medium
2199,4,276,Not Adopted,9,2024,Medium
2200,8,276,Research,5,2028,Low
2201,12,276,Not Adopted,8,2026,Medium
2202,1,277,Research,6,2027,High
2203,9,277,Pilot,8,2024,Medium
2204,7,277,Pilot,4,2024,High
2205,11,277,Adopted,9,2027,Medium
2206,5,277,Pilot,10,2026,Low
2207,4,277,Adopted,5,2027,High
2208,6,278,Research,8,2027,Medium
2209,12,278,Pilot,8,2026,Low
2210,4,278,Pilot,7,2024,Low
2211,10,278,Adopted,9,2028,High
2212,2,279,Not Adopted,10,2025,High
2213,1,279,Adopted,5,2025,Low
2214,6,279,Pilot,6,2024,Medium
2215,11,279,Pilot,4,2026,High
2216,3,279,Not Adopted,8,2027,High
2217,8,279,Pilot,7,2027,Low
2218,10,279,Research,9,2027,Medium
2219,5,279,Adopted,4,2028,High
2220,7,279,Research,8,2026,Low
2221,12,279,Adopted,6,2025,Medium
2222,4,279,Adopted,3,2027,Medium
2223,2,280,Adopted,3,2027,High
2224,5,280,Pilot,6,2025,High
2225,9,280,Research,4,2026,High
2226,10,280,Pilot,8,2026,Low
2227,6,280,Not Adopted,8,2025,Low
2228,8,280,Not Adopted,10,2026,Low
2229,11,280,Adopted,7,2024,Low
2230,3,280,Not Adopted,4,2027,Medium
2231,1,280,Research,9,2028,High
2232,4,280,Adopted,9,2027,Medium
2233,7,280,Not Adopted,6,2026,Medium
2234,5,281,Research,4,2028,Low
2235,2,281,Adopted,5,2025,Medium
2236,8,281,Not Adopted,7,2026,Medium
2237,1,281,Not Adopted,5,2025,Medium
2238,6,281,Adopted,6,2028,Medium
2239,10,281,Research,5,2027,High
2240,4,281,Pilot,4,2025,High
2241,7,281,Pilot,9,2027,High
2242,9,281,Research,5,2025,Low
2243,11,281,Adopted,6,2027,Medium
2244,12,281,Pilot,10,2025,Medium
2245,3,281,Research,3,2024,High
2246,8,282,Not Adopted,7,2026,High
2247,1,282,Pilot,5,2027,Low
2248,12,282,Research,6,2027,Low
2249,10,282,Not Adopted,7,2025,Low
2250,6,282,Adopted,4,2025,Medium
2251,3,282,Pilot,10,2025,Low
2252,5,282,Research,3,2026,Low
2253,7,282,Pilot,5,2027,High
2254,2,282,Adopted,4,2025,High
2255,9,282,Pilot,7,2026,Medium
2256,4,282,Pilot,5,2024,Medium
2257,10,283,Not Adopted,4,2026,Medium
2258,3,283,Not Adopted,4,2025,Low
2259,8,283,Research,8,2025,Medium
2260,5,283,Adopted,8,2025,Medium
2261,12,283,Not Adopted,7,2027,High
2262,11,283,Adopted,7,2026,High
2263,4,283,Not Adopted,4,2028,Low
2264,2,283,Not Adopted,10,2026,High
2265,9,283,Research,8,2026,Low
2266,1,283,Adopted,9,2028,High
2267,7,283,Research,8,2026,Low
2268,8,284,Adopted,9,2025,Low
2269,3,284,Research,3,2028,Low
2270,2,284,Pilot,7,2024,Medium
2271,4,284,Not Adopted,10,2028,Low
2272,1,284,Adopted,8,2027,Medium
2273,11,284,Pilot,4,2026,Medium
2274,7,284,Research,5,2024,Low
2275,12,284,Not Adopted,6,2025,High
2276,5,284,Research,7,2027,Medium
2277,6,284,Pilot,10,2026,Medium
2278,9,285,Adopted,3,2025,Medium
2279,12,285,Pilot,6,2026,Low
2280,1,285,Research,7,2027,Medium
2281,6,285,Research,5,2026,Medium
2282,3,285,Adopted,9,2025,Medium
2283,12,286,Research,5,2028,Medium
2284,9,286,Pilot,3,2028,High
2285,3,286,Adopted,6,2027,High
2286,4,286,Pilot,4,2025,Low
2287,8,286,Not Adopted,7,2026,High
2288,6,286,Not Adopted,6,2025,Medium
2289,11,287,Not Adopted,10,2024,Low
2290,4,287,Research,3,2026,Low
2291,8,287,Research,8,2028,High
2292,6,287,Research,9,2025,High
2293,3,287,Adopted,4,2027,High
2294,12,287,Pilot,3,2027,Medium
2295,5,287,Pilot,6,2025,Low
2296,10,287,Research,9,2028,High
2297,7,287,Not Adopted,10,2028,Low
2298,5,288,Research,9,2028,Low
2299,7,288,Research,10,2026,Medium
2300,12,288,Pilot,9,2027,High
2301,9,288,Adopted,8,2028,High
2302,6,288,Research,6,2024,Low
2303,8,288,Pilot,6,2025,Low
2304,2,288,Pilot,10,2028,Medium
2305,4,289,Research,10,2025,High
2306,11,289,Not Adopted,3,2026,Medium
2307,1,289,Pilot,5,2025,High
2308,3,289,Adopted,5,2025,High
2309,7,289,Pilot,3,2026,Medium
2310,2,289,Not Adopted,9,2026,High
2311,8,289,Pilot,8,2027,Medium
2312,6,289,Not Adopted,7,2025,Medium
2313,5,289,Adopted,9,2027,High
2314,10,289,Not Adopted,5,2027,Medium
2315,4,290,Research,5,2024,Medium
2316,12,290,Research,4,2025,High
2317,5,290,Adopted,9,2026,Medium
2318,1,290,Not Adopted,10,2025,High
2319,6,290,Research,5,2025,Low
2320,5,291,Research,9,2028,Medium
2321,10,291,Research,4,2028,High
2322,1,291,Adopted,7,2028,Medium
2323,4,291,Not Adopted,5,2026,Low
2324,7,291,Adopted,10,2028,Low
2325,11,291,Not Adopted,4,2027,Medium
2326,2,291,Pilot,7,2024,Low
2327,8,291,Research,8,2025,High
2328,9,291,Research,4,2026,Medium
2329,3,291,Pilot,7,2027,High
2330,6,291,Adopted,7,2026,Low
2331,12,291,Adopted,6,2028,Low
2332,4,292,Not Adopted,3,2024,Medium
2333,6,292,Adopted,4,2025,Medium
2334,2,292,Not Adopted,5,2025,High
2335,5,292,Not Adopted,7,2027,High
2336,10,292,Not Adopted,4,2025,Medium
2337,8,292,Adopted,3,2027,High
2338,7,292,Adopted,6,2027,High
2339,3,292,Not Adopted,4,2026,High
2340,4,293,Pilot,6,2025,Low
2341,8,293,Research,6,2026,High
2342,12,293,Pilot,5,2027,Low
2343,1,293,Adopted,5,2027,Low
2344,10,293,Not Adopted,5,2028,High
2345,11,293,Adopted,6,2027,High
2346,8,294,Not Adopted,3,2025,High
2347,11,294,Not Adopted,6,2028,High
2348,3,294,Research,8,2026,Low
2349,1,294,Research,3,2025,Low
2350,12,294,Pilot,8,2027,High
2351,10,294,Adopted,8,2028,Medium
2352,9,294,Adopted,10,2027,High
2353,4,294,Pilot,3,2028,High
2354,2,295,Adopted,10,2024,Medium
2355,11,295,Pilot,5,2025,High
2356,4,295,Pilot,8,2025,Low
2357,10,295,Research,7,2028,Medium
2358,5,295,Not Adopted,5,2028,Low
2359,8,295,Adopted,5,2024,Medium
2360,12,295,Pilot,6,2024,High
2361,7,295,Research,10,2027,Low
2362,6,295,Adopted,8,2026,High
2363,1,295,Pilot,7,2026,Medium
2364,3,295,Pilot,5,2026,Medium
2365,9,295,Research,3,2028,Low
2366,1,296,Pilot,8,2027,High
2367,9,296,Not Adopted,6,2028,Low
2368,7,296,Not Adopted,5,2024,High
2369,10,296,Adopted,7,2026,Low
2370,6,296,Pilot,10,2027,Low
2371,2,296,Adopted,8,2028,Low
2372,5,296,Research,5,2026,High
2373,12,296,Pilot,5,2024,High
2374,4,296,Research,4,2027,Medium
2375,3,296,Research,3,2027,Medium
2376,11,296,Pilot,8,2025,Low
2377,12,297,Not Adopted,9,2025,Low
2378,11,297,Pilot,5,2027,Low
2379,7,297,Not Adopted,7,2027,Medium
2380,6,297,Pilot,10,2025,Medium
2381,2,297,Research,10,2025,Low
2382,9,297,Research,3,2027,Medium
2383,5,297,Research,3,2028,High
2384,4,297,Research,6,2025,Low
2385,10,297,Adopted,5,2026,Medium
2386,1,297,Pilot,7,2024,Low
2387,8,297,Pilot,10,2027,Medium
2388,12,298,Pilot,6,2024,Low
2389,1,298,Not Adopted,9,2026,Medium
2390,6,298,Research,5,2028,Low
2391,10,298,Pilot,4,2024,Low
2392,2,298,Research,5,2028,High
2393,9,298,Pilot,8,2024,High
2394,1,299,Pilot,4,2025,Low
2395,8,299,Research,7,2027,Low
2396,2,299,Pilot,8,2025,High
2397,10,299,Not Adopted,5,2026,High
2398,9,299,Not Adopted,9,2024,Medium
2399,7,300,Not Adopted,7,2028,Low
2400,9,300,Pilot,9,2027,High
2401,8,300,Pilot,6,2026,High
2402,6,300,Research,10,2028,Medium
2403,4,300,Not Adopted,9,2027,High
2404,12,300,Research,10,2025,High
2405,3,300,Research,3,2024,Low
2406,11,301,Not Adopted,7,2024,Medium
2407,5,301,Not Adopted,10,2027,Medium
2408,10,301,Research,3,2026,Medium
2409,3,301,Not Adopted,4,2024,High
2410,1,301,Not Adopted,4,2026,Low
2411,9,301,Research,7,2027,Medium
2412,2,301,Adopted,6,2025,Medium
2413,4,302,Not Adopted,10,2025,High
2414,10,302,Adopted,7,2024,High
2415,5,302,Adopted,5,2028,High
2416,2,302,Not Adopted,10,2024,Low
2417,3,302,Pilot,10,2028,High
2418,8,302,Pilot,5,2027,Low
2419,6,302,Research,8,2025,High
2420,9,302,Research,4,2026,Low
2421,11,302,Not Adopted,5,2025,High
2422,6,303,Research,10,2028,High
2423,11,303,Adopted,6,2025,Low
2424,8,303,Adopted,7,2027,Low
2425,3,303,Pilot,3,2027,High
2426,10,303,Research,7,2024,Medium
2427,4,303,Not Adopted,7,2027,Medium
2428,7,303,Research,5,2027,Low
2429,1,303,Adopted,8,2024,Medium
2430,11,304,Not Adopted,8,2026,High
2431,9,304,Not Adopted,8,2025,Medium
2432,6,304,Research,10,2028,High
2433,12,304,Adopted,5,2024,Low
2434,10,304,Pilot,5,2028,Low
2435,7,304,Research,7,2026,Low
2436,8,304,Research,5,2028,High
2437,10,305,Adopted,10,2026,High
2438,12,305,Adopted,10,2026,Low
2439,9,305,Adopted,10,2026,Low
2440,1,305,Adopted,6,2024,High
2441,6,305,Adopted,9,2025,Low
2442,8,305,Not Adopted,4,2027,Medium
2443,4,305,Pilot,5,2028,Low
2444,3,305,Not Adopted,3,2025,High
2445,2,305,Research,4,2027,High
2446,11,305,Research,5,2027,High
2447,7,305,Research,7,2026,Medium
2448,5,305,Research,9,2028,Low
2449,3,306,Not Adopted,3,2026,Medium
2450,11,306,Not Adopted,5,2028,Medium
2451,7,306,Not Adopted,5,2025,High
2452,12,306,Pilot,5,2025,Low
2453,2,306,Not Adopted,5,2024,Low
2454,4,306,Adopted,6,2024,Medium
2455,8,307,Adopted,7,2026,Medium
2456,4,307,Adopted,3,2027,Medium
2457,3,307,Pilot,3,2024,Medium
2458,10,307,Not Adopted,3,2025,Low
2459,7,307,Not Adopted,5,2027,Medium
2460,6,307,Pilot,6,2028,Medium
2461,11,307,Not Adopted,4,2027,Medium
2462,1,308,Adopted,7,2026,Medium
2463,10,308,Pilot,10,2024,Medium
2464,11,308,Pilot,8,2024,Medium
2465,3,308,Pilot,3,2028,Low
2466,12,308,Not Adopted,7,2026,Medium
2467,8,308,Adopted,7,2027,Low
2468,4,309,Research,10,2027,High
2469,12,309,Pilot,9,2024,Medium
2470,1,309,Not Adopted,4,2026,Low
2471,3,309,Not Adopted,5,2026,Medium
2472,8,309,Not Adopted,4,2027,Low
2473,2,309,Pilot,5,2026,Low
2474,9,309,Not Adopted,7,2028,High
2475,10,309,Research,6,2027,Medium
2476,5,309,Adopted,4,2028,Medium
2477,7,309,Not Adopted,9,2028,Low
2478,11,309,Adopted,7,2028,Low
2479,7,310,Adopted,4,2025,Medium
2480,4,310,Adopted,7,2027,High
2481,8,310,Research,6,2024,Medium
2482,1,310,Research,8,2025,Medium
2483,3,310,Not Adopted,8,2025,High
2484,5,310,Research,6,2027,High
2485,7,311,Adopted,7,2027,Medium
2486,4,311,Pilot,9,2028,Low
2487,2,311,Not Adopted,7,2024,High
2488,12,311,Adopted,9,2024,Low
2489,5,312,Adopted,3,2026,Low
2490,7,312,Pilot,8,2025,High
2491,3,312,Pilot,5,2024,High
2492,11,312,Adopted,5,2028,Medium
2493,8,312,Pilot,6,2027,High
2494,6,312,Pilot,4,2024,Low
2495,12,312,Pilot,4,2028,Medium
2496,9,312,Pilot,7,2026,Medium
2497,10,312,Research,7,2025,High
2498,2,312,Adopted,7,2025,Medium
2499,1,312,Pilot,8,2027,High
2500,4,312,Not Adopted,7,2028,Low
2501,10,313,Pilot,5,2027,Medium
2502,8,313,Pilot,3,2028,Low
2503,3,313,Pilot,4,2025,Low
2504,6,313,Adopted,6,2026,Low
2505,5,314,Pilot,6,2028,Medium
2506,11,314,Adopted,4,2028,Medium
2507,8,314,Pilot,7,2027,Low
2508,1,314,Not Adopted,8,2024,High
2509,10,314,Adopted,9,2024,Medium
2510,4,314,Not Adopted,6,2028,Medium
2511,7,314,Adopted,10,2027,High
2512,12,314,Adopted,3,2025,High
2513,2,314,Not Adopted,7,2027,Low
2514,3,314,Research,8,2028,Low
2515,2,315,Adopted,5,2028,High
2516,12,315,Adopted,5,2025,Low
2517,6,315,Pilot,10,2026,Low
2518,3,315,Adopted,6,2028,Medium
2519,9,315,Research,6,2028,High
2520,8,315,Not Adopted,10,2024,Low
2521,1,315,Adopted,10,2028,Low
2522,5,315,Adopted,6,2024,Low
2523,10,315,Adopted,5,2028,Low
2524,4,315,Adopted,5,2027,Low
2525,9,316,Research,10,2025,High
2526,5,316,Not Adopted,10,2027,Medium
2527,3,316,Not Adopted,7,2026,High
2528,8,316,Not Adopted,7,2028,Medium
2529,4,316,Not Adopted,9,2027,High
2530,12,316,Not Adopted,8,2026,High
2531,2,316,Pilot,3,2024,Low
2532,9,317,Adopted,5,2024,High
2533,5,317,Adopted,8,2028,Low
2534,2,317,Adopted,9,2024,High
2535,3,317,Research,9,2027,Medium
2536,6,317,Pilot,10,2025,Medium
2537,9,318,Adopted,4,2025,Medium
2538,6,318,Not Adopted,7,2026,Medium
2539,12,318,Pilot,6,2024,High
2540,11,318,Pilot,4,2025,Medium
2541,5,318,Adopted,7,2028,Medium
2542,10,319,Pilot,3,2025,Low
2543,6,319,Pilot,9,2028,Low
2544,2,319,Adopted,6,2025,High
2545,11,319,Not Adopted,3,2025,Low
2546,4,319,Pilot,5,2025,Medium
2547,11,320,Research,6,2028,Low
2548,9,320,Not Adopted,9,2028,Low
2549,4,320,Not Adopted,6,2025,Low
2550,12,320,Pilot,6,2026,Low
2551,1,320,Pilot,4,2027,Low
2552,10,320,Pilot,3,2024,Medium
2553,3,320,Adopted,4,2026,High
2554,6,320,Research,9,2024,High
2555,7,320,Pilot,6,2024,Medium
2556,10,321,Research,10,2028,High
2557,4,321,Research,3,2025,High
2558,8,321,Not Adopted,10,2026,Medium
2559,2,321,Adopted,5,2024,Low
2560,6,321,Adopted,4,2025,High
2561,9,321,Not Adopted,9,2027,Low
2562,12,321,Research,7,2027,High
2563,1,321,Pilot,4,2026,Medium
2564,7,321,Not Adopted,4,2025,High
2565,11,321,Adopted,7,2024,High
2566,5,321,Research,10,2025,Low
2567,3,321,Research,10,2025,Medium
2568,12,322,Adopted,4,2026,Medium
2569,11,322,Research,6,2027,Low
2570,1,322,Pilot,4,2025,Low
2571,4,322,Pilot,3,2026,Low
2572,6,322,Pilot,10,2026,High
2573,5,322,Adopted,3,2024,Medium
2574,8,322,Not Adopted,6,2024,Low
2575,9,322,Adopted,6,2025,High
2576,8,323,Adopted,10,2025,High
2577,4,323,Research,5,2025,Medium
2578,3,323,Pilot,10,2027,High
2579,12,323,Pilot,5,2024,High
2580,10,323,Not Adopted,9,2027,Low
2581,6,323,Not Adopted,7,2025,Low
2582,9,323,Pilot,8,2025,Low
2583,7,324,Not Adopted,4,2024,Medium
2584,1,324,Not Adopted,10,2028,Medium
2585,3,324,Not Adopted,5,2024,Low
2586,10,324,Not Adopted,3,2024,Low
2587,11,324,Research,6,2028,Medium
2588,5,324,Not Adopted,5,2026,Medium
2589,4,324,Research,8,2027,High
2590,2,324,Research,3,2028,Medium
2591,9,324,Research,10,2026,High
2592,3,325,Research,4,2024,Medium
2593,9,325,Pilot,7,2026,High
2594,8,325,Not Adopted,7,2026,Medium
2595,6,325,Adopted,10,2028,Low
2596,7,325,Adopted,5,2024,Low
2597,5,325,Not Adopted,8,2027,Medium
2598,2,325,Adopted,6,2025,Low
2599,10,325,Research,6,2024,Low
2600,12,325,Pilot,5,2028,Medium
2601,11,325,Adopted,5,2027,Low
2602,4,325,Not Adopted,9,2026,Low
2603,8,326,Research,4,2028,Low
2604,5,326,Research,6,2026,High
2605,7,326,Pilot,8,2025,Medium
2606,2,326,Not Adopted,9,2028,Medium
2607,9,326,Research,8,2026,High
2608,12,326,Pilot,6,2026,High
2609,3,326,Pilot,10,2028,High
2610,4,326,Research,9,2025,Low
2611,1,326,Not Adopted,4,2028,Medium
2612,10,326,Adopted,7,2028,Low
2613,11,326,Research,4,2027,Medium
2614,9,327,Research,8,2028,Low
2615,12,327,Adopted,3,2025,Low
2616,4,327,Research,5,2027,Medium
2617,8,327,Research,8,2028,Medium
2618,11,327,Pilot,9,2027,Low
2619,5,327,Research,10,2028,High
2620,6,327,Adopted,10,2024,High
2621,3,327,Adopted,9,2027,High
2622,10,328,Adopted,6,2026,Low
2623,6,328,Not Adopted,7,2024,Medium
2624,5,328,Adopted,3,2028,High
2625,1,328,Not Adopted,6,2025,Medium
2626,8,328,Adopted,10,2024,Medium
2627,7,328,Not Adopted,5,2025,Medium
2628,3,328,Research,7,2024,Medium
2629,2,328,Pilot,3,2028,Medium
2630,9,329,Not Adopted,3,2025,Medium
2631,10,329,Adopted,3,2025,Medium
2632,2,329,Pilot,7,2025,Medium
2633,5,329,Adopted,3,2024,Low
2634,3,329,Pilot,7,2025,High
2635,8,329,Research,6,2028,Medium
2636,4,329,Adopted,5,2024,Low
2637,12,329,Not Adopted,10,2025,Low
2638,10,330,Pilot,4,2026,High
2639,2,330,Adopted,4,2026,High
2640,8,330,Pilot,6,2025,Medium
2641,5,330,Adopted,6,2025,Low
2642,4,330,Research,8,2027,Low
2643,9,330,Pilot,4,2027,Low
2644,1,331,Not Adopted,4,2027,High
2645,12,331,Adopted,4,2024,Medium
2646,3,331,Not Adopted,10,2024,Low
2647,7,331,Research,8,2024,Medium
2648,4,332,Adopted,9,2026,High
2649,5,332,Research,10,2027,High
2650,11,332,Research,9,2028,Medium
2651,9,332,Not Adopted,8,2027,High
2652,12,332,Not Adopted,3,2025,Low
2653,1,332,Adopted,8,2026,High
2654,3,333,Pilot,4,2027,Medium
2655,7,333,Adopted,6,2028,Medium
2656,8,333,Not Adopted,9,2027,Medium
2657,4,333,Not Adopted,9,2027,High
2658,1,333,Pilot,4,2025,Medium
2659,5,333,Not Adopted,6,2028,Medium
2660,12,333,Adopted,8,2025,Low
2661,11,333,Research,8,2024,Medium
2662,9,333,Not Adopted,9,2028,High
2663,2,333,Pilot,5,2026,Low
2664,8,334,Not Adopted,7,2024,High
2665,10,334,Research,10,2025,High
2666,5,334,Pilot,6,2027,High
2667,7,334,Research,7,2024,Medium
2668,4,334,Pilot,7,2025,High
2669,4,335,Adopted,9,2028,High
2670,6,335,Pilot,10,2028,Medium
2671,12,335,Pilot,10,2024,Low
2672,1,335,Research,9,2024,Low
2673,11,335,Pilot,3,2025,Medium
2674,7,335,Not Adopted,10,2025,High
2675,5,335,Pilot,5,2025,Low
2676,10,335,Research,5,2027,Medium
2677,3,335,Pilot,10,2028,Low
2678,8,335,Adopted,3,2025,Low
2679,9,335,Adopted,9,2025,High
2680,2,335,Adopted,3,2027,High
2681,10,336,Adopted,4,2027,Medium
2682,7,336,Adopted,9,2026,Medium
2683,5,336,Not Adopted,7,2024,High
2684,6,336,Pilot,8,2024,High
2685,2,336,Pilot,4,2027,Low
2686,11,337,Pilot,4,2026,Medium
2687,1,337,Not Adopted,9,2026,Low
2688,2,337,Research,3,2027,High
2689,6,337,Adopted,4,2024,Low
2690,8,337,Adopted,5,2027,High
2691,4,337,Not Adopted,10,2025,Low
2692,10,337,Adopted,10,2024,Low
2693,12,337,Not Adopted,10,2028,Medium
2694,3,337,Research,5,2026,Low
2695,11,338,Adopted,10,2027,Low
2696,3,338,Adopted,8,2026,High
2697,6,338,Pilot,5,2027,High
2698,4,338,Research,6,2027,Medium
2699,9,338,Pilot,9,2027,Low
2700,12,338,Research,6,2027,High
2701,8,338,Research,3,2028,Low
2702,5,338,Adopted,6,2027,High
2703,2,338,Adopted,9,2025,Medium
2704,1,338,Research,4,2024,High
2705,7,338,Not Adopted,9,2028,Medium
2706,10,338,Pilot,3,2025,Medium
2707,11,339,Pilot,7,2024,Low
2708,12,339,Not Adopted,7,2025,High
2709,5,339,Not Adopted,8,2025,High
2710,8,339,Research,3,2025,High
2711,4,339,Not Adopted,9,2024,Low
2712,9,339,Not Adopted,8,2026,Low
2713,6,339,Adopted,8,2025,Medium
2714,12,340,Pilot,3,2028,Medium
2715,8,340,Pilot,5,2025,High
2716,2,340,Not Adopted,7,2027,Medium
2717,1,340,Not Adopted,8,2028,Medium
2718,4,340,Research,9,2028,High
2719,9,340,Adopted,9,2025,High
2720,10,340,Adopted,7,2028,High
2721,11,340,Not Adopted,6,2026,Medium
2722,7,340,Not Adopted,5,2028,Medium
2723,5,340,Pilot,10,2028,High
2724,2,341,Not Adopted,5,2027,Medium
2725,4,341,Pilot,10,2025,Low
2726,5,341,Not Adopted,6,2028,High
2727,8,341,Research,4,2027,Low
2728,7,341,Not Adopted,7,2024,High
2729,12,341,Not Adopted,3,2028,Medium
2730,10,341,Research,10,2025,Low
2731,3,341,Not Adopted,5,2027,Medium
2732,11,342,Pilot,6,2026,Medium
2733,3,342,Research,9,2028,Low
2734,5,342,Pilot,3,2026,Medium
2735,12,342,Research,5,2025,Low
2736,2,342,Pilot,8,2024,Medium
2737,3,343,Adopted,7,2024,Low
2738,8,343,Not Adopted,3,2028,High
2739,4,343,Research,6,2027,Medium
2740,12,343,Not Adopted,9,2024,Medium
2741,2,343,Not Adopted,5,2025,High
2742,7,343,Adopted,7,2028,Low
2743,9,343,Pilot,3,2027,Medium
2744,5,343,Pilot,9,2024,Medium
2745,6,343,Research,5,2027,Medium
2746,6,344,Not Adopted,4,2028,Medium
2747,3,344,Pilot,5,2024,Medium
2748,7,344,Not Adopted,3,2028,Low
2749,12,344,Pilot,4,2027,High
2750,4,344,Adopted,8,2027,Low
2751,11,344,Not Adopted,9,2028,Medium
2752,9,344,Pilot,9,2028,Low
2753,10,344,Research,6,2024,Low
2754,8,344,Pilot,6,2025,Medium
2755,2,344,Research,7,2024,High
2756,1,344,Not Adopted,9,2026,High
